title,url
The Living Room Will Close At The End Of The Month,http://gothamist.com/2015/12/09/living_room_dying_soon.php
SantaCon Will Kick Off In Greenpoint & Williamsburg This Year HAHAHAH,http://gothamist.com/2015/12/08/santacon_will_kick_off_in_williamsb.php
This Fondue Chalet Will Cure All Winter Doldrums,http://gothamist.com/2015/12/07/fondue_chalet_williamburg.php
"Williamsburg's Nita Nita Closes Behind ""Gentrification In Progress"" Caution Tape",http://gothamist.com/2015/12/07/nita_nita_gentrification_tape.php
"Man Attacked In Williamsburg By Suspect Yelling ""Get Out Of My Neighborhood White Boy""",http://gothamist.com/2015/12/04/wiliamsburg_hate_crime_white.php
There's A New Israeli BBQ Restaurant Inside The Williamsburg Urban Outfitters,http://gothamist.com/2015/12/02/gorbals_esh_urban_outfitters.php
What The Bunk: Portland's Beloved Sandwich Shop Disappoints In Williamsburg Debut,http://gothamist.com/2015/12/01/bunk_bummer.php
Luxury Williamsburg Apartment Building Turns Out To Be Death-Trap,http://gothamist.com/2015/11/30/menachem_stark_evactuation.php
Ridgewood's Vietnamese Spot Bun-Ker Expanding To Williamsburg,http://gothamist.com/2015/11/25/ridgewoods_vietnamese_spot_bun-ker.php
"Turkey's Nest Trolls Williamsburg With Fake ""Sushi Palace Coming Soon"" Sign",http://gothamist.com/2015/11/23/turkeys_nest_williamsburg.php
NYPD: This Man Stole Expensive Triathlon Bicycle Locked Outside Brooklyn Brewery,http://gothamist.com/2015/11/23/bike_thief_brooklyn_brewery.php
It Puts The L Train In The Basket Or Else It Gets The Hose Again,http://gothamist.com/2015/11/20/l_o_hell.php
NYC's Most Elusive Burgers Are Now In Williamsburg,http://gothamist.com/2015/11/19/hard_times_sundaes_burgers.php
"See & Be Seen At Llama Inn, Now Serving Peruvian Cuisine In Williamsburg",http://gothamist.com/2015/11/19/llama_inn_peruvian_williamsburg.php
Williamsburg Is Getting A La Quinta Inn,http://gothamist.com/2015/11/18/this_could_be_anywhere.php
Who Is This Couple Stealing Packages From Williamsburg & Greenpoint Lobbies?,http://gothamist.com/2015/11/11/bedford_stop_unsafe.php
"Williamsburg Reality Show Star: ""We Work Our Asses Off""",http://gothamist.com/2015/11/10/bedford_stop_star_woos_press.php
2003 NY Times Article Perfectly Narrates The Demise Of Hipster Williamsburg,http://gothamist.com/2015/11/09/what_is_billburg.php
"Wow, This Williamsburg Apartment With Private Garden Is A STEAL",http://gothamist.com/2015/11/04/must_love_imagination.php
Two People Shot On South 3rd Street In Williamsburg,http://gothamist.com/2015/11/01/two_people_shot_on_south_3rd_street.php
Brooklyn Landlord Accused Of Starting Fire To Intimidate Tenant Over Late Rent,http://gothamist.com/2015/10/29/brooklyn_landlord_accused_of_settin.php
7-Year-Old Girl Brain Dead After Allegedly Choking On School Lunch,http://gothamist.com/2015/10/28/school_lunch_choke.php
Interactive Map Shows What Parts Of Williamsburg & Greenpoint Are Most Toxic,http://gothamist.com/2015/10/27/greenpoint_williamsburg_cancer.php
"NYPD: Robbers Used Crowbar, Knife To Rob Tenants In Williamsburg Apartment",http://gothamist.com/2015/10/22/robbery_williamsburg.php
Williamsburg Deli Worker Allegedly Stabbed Customer,http://gothamist.com/2015/10/19/williamsburg_deli_worker_stab.php
Woman's iPhone 5 Snatched In Williamsburg,http://gothamist.com/2015/10/17/womans_iphone_5_snatched_in_william.php
Should NY Elevator Mechanics Be Licensed?,http://gothamist.com/2015/10/16/after_williamsburg_death_a_renewed.php
DOT Backpedals On Williamsburg Bike Lane Expansion,http://gothamist.com/2015/10/15/williamsburg_bike_lane_wars.php
