"neighborhood","url","ds","area","title.short"
"lefferts+gardens","www.dnainfo.com/new-york/20160225/prospect-lefferts-gardens/crime-blotter-man-custody-for-stabbing-59-year-old-woman-police-say","20160225","prospect-lefferts-gardens","crime blotter man custody for stabbing 59 year old woman police say"
"lefferts+gardens","www.dnainfo.com/new-york/20160216/prospect-heights/15m-square-foot-office-tower-planned-opposite-barclays-center-report-says","20160216","prospect-heights","15m square foot office tower planned opposite barclays center report says"
"lefferts+gardens","www.dnainfo.com/new-york/20160216/crown-heights/can-you-place-this-pup-good-samaritan-turns-lost-dog-brooklyn-police","20160216","crown-heights","can you place this pup good samaritan turns lost dog brooklyn police"
"lefferts+gardens","www.dnainfo.com/new-york/20160216/crown-heights/city-tries-strong-arm-brooklyns-cb8-back-de-blasio-rezoning-board","20160216","crown-heights","city tries strong arm brooklyns cb8 back de blasio rezoning board"
"lefferts+gardens","www.dnainfo.com/new-york/20160215/prospect-lefferts-gardens/greenlight-bookstore-looking-for-community-lenders-for-new-brooklyn-shop","20160215","prospect-lefferts-gardens","greenlight bookstore looking for community lenders for new brooklyn shop"
"lefferts+gardens","www.dnainfo.com/new-york/20160212/prospect-lefferts-gardens/lefferts-gardens-charter-school-close-next-year-chancellor-says","20160212","prospect-lefferts-gardens","lefferts gardens charter school close next year chancellor says"
"lefferts+gardens","www.dnainfo.com/new-york/20160211/greenwich-village/7-behind-the-scenes-facts-about-filming-vinyl-new-york-city","20160211","greenwich-village","7 behind the scenes facts about filming vinyl new york city"
"lefferts+gardens","www.dnainfo.com/new-york/20160212/stapleton/city-close-low-performing-staten-island-charter-school","20160212","stapleton","city close low performing staten island charter school"
"lefferts+gardens","www.dnainfo.com/new-york/20160211/sunset-park/19-things-do-brooklyn-neighborhoods-on-valentines-day-weekend","20160211","sunset-park","19 things do brooklyn neighborhoods on valentines day weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20160211/crown-heights/crime-blotter-knife-wielding-driver-threatens-ups-worker-east-flatbush","20160211","crown-heights","crime blotter knife wielding driver threatens ups worker east flatbush"
"lefferts+gardens","www.dnainfo.com/new-york/20160211/crown-heights/police-release-video-of-possible-crown-heights-hate-crime-stabbing-suspect","20160211","crown-heights","police release video of possible crown heights hate crime stabbing suspect"
"lefferts+gardens","www.dnainfo.com/new-york/20160209/prospect-heights/rent-this-office-above-brooklyn-yoga-studio-facing-34-percent-rent-hike","20160209","prospect-heights","rent this office above brooklyn yoga studio facing 34 percent rent hike"
"lefferts+gardens","www.dnainfo.com/new-york/20160202/prospect-heights/learn-how-find-affordable-apartment-prospect-heights-at-free-forum","20160202","prospect-heights","learn how find affordable apartment prospect heights at free forum"
"lefferts+gardens","www.dnainfo.com/new-york/20160201/crown-heights/franklin-electric-reading-series-coming-crown-heights-co-working-space","20160201","crown-heights","franklin electric reading series coming crown heights co working space"
"lefferts+gardens","www.dnainfo.com/new-york/20160129/bay-ridge/6-races-run-new-york-if-you-didnt-get-spot-brooklyn-half","20160129","bay-ridge","6 races run new york if you didnt get spot brooklyn half"
"lefferts+gardens","www.dnainfo.com/new-york/20160129/crown-heights/slasher-who-shouted-i-will-chop-you-up-on-subway-turns-himself-nypd","20160129","crown-heights","slasher who shouted i will chop you up on subway turns himself nypd"
"lefferts+gardens","www.dnainfo.com/new-york/20160128/prospect-heights/middle-school-chosen-for-atlantic-yards-tower-chancellor-farina-says","20160128","prospect-heights","middle school chosen for atlantic yards tower chancellor farina says"
"lefferts+gardens","www.dnainfo.com/new-york/20160127/crown-heights/i-will-chop-you-up-attacker-tells-woman-on-3-train-police-say","20160127","crown-heights","i will chop you up attacker tells woman on 3 train police say"
"lefferts+gardens","www.dnainfo.com/new-york/20160126/crown-heights/imperiled-community-garden-could-become-park-under-new-bill","20160126","crown-heights","imperiled community garden could become park under new bill"
"lefferts+gardens","www.dnainfo.com/new-york/20160126/crown-heights/park-slope-gelateria-lalbero-dei-gelati-plans-new-crown-heights-location","20160126","crown-heights","park slope gelateria lalbero dei gelati plans new crown heights location"
"lefferts+gardens","www.dnainfo.com/new-york/20160123/prospect-heights/video-yeti-spotted-de-icing-green-cab-prospect-heights","20160123","prospect-heights","video yeti spotted de icing green cab prospect heights"
"lefferts+gardens","www.dnainfo.com/new-york/20160122/prospect-heights/members-only-dog-parking-comes-brooklyn-no-really","20160122","prospect-heights","members only dog parking comes brooklyn no really"
"lefferts+gardens","www.dnainfo.com/new-york/20160120/crown-heights/crime-blotter-man-wanted-for-fondling-himself-near-crown-street-building","20160120","crown-heights","crime blotter man wanted for fondling himself near crown street building"
"lefferts+gardens","www.dnainfo.com/new-york/20160113/prospect-heights/6-things-do-with-your-kids-new-york-citys-neighborhoods-this-weekend","20160113","prospect-heights","6 things do with your kids new york citys neighborhoods this weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20160112/prospect-lefferts-gardens/12-restaurants-for-you-try-right-now","20160112","prospect-lefferts-gardens","12 restaurants for you try right now"
"lefferts+gardens","www.dnainfo.com/new-york/20160112/crown-heights/classes-on-life-planning-poetry-bird-music-offered-by-brooklyn-group","20160112","crown-heights","classes on life planning poetry bird music offered by brooklyn group"
"lefferts+gardens","www.dnainfo.com/new-york/20160111/crown-heights/7-10-seniors-at-crown-heights-high-schools-graduated-last-year-doe-says","20160111","crown-heights","7 10 seniors at crown heights high schools graduated last year doe says"
"lefferts+gardens","www.dnainfo.com/new-york/20160108/crown-heights/vision-zero-law-not-yet-used-fatal-crown-heights-crashes-analysis-finds","20160108","crown-heights","vision zero law not yet used fatal crown heights crashes analysis finds"
"lefferts+gardens","www.dnainfo.com/new-york/20160108/prospect-heights/talib-kweli-revives-black-bookstore-nkiru-books-online-shop","20160108","prospect-heights","talib kweli revives black bookstore nkiru books online shop"
"lefferts+gardens","www.dnainfo.com/new-york/20160108/prospect-heights/record-label-damaged-sandy-open-retail-shop-prospect-heights","20160108","prospect-heights","record label damaged sandy open retail shop prospect heights"
"lefferts+gardens","www.dnainfo.com/new-york/20160107/park-slope/16-things-do-your-brooklyn-neighborhood-this-weekend","20160107","park-slope","16 things do your brooklyn neighborhood this weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20160107/crown-heights/man-shot-killed-outside-his-albany-houses-home-police-say","20160107","crown-heights","man shot killed outside his albany houses home police say"
"lefferts+gardens","www.dnainfo.com/new-york/20160105/prospect-lefferts-gardens/serial-spitter-sought-prospect-lefferts-gardens-residents-say","20160105","prospect-lefferts-gardens","serial spitter sought prospect lefferts gardens residents say"
"lefferts+gardens","www.dnainfo.com/new-york/20160104/prospect-lefferts-gardens/painted-bunting-starts-new-year-brooklyn-despite-cold-snap","20160104","prospect-lefferts-gardens","painted bunting starts new year brooklyn despite cold snap"
"lefferts+gardens","www.dnainfo.com/new-york/20151228/crown-heights/how-dispose-of-your-christmas-tree-crown-heights","20151228","crown-heights","how dispose of your christmas tree crown heights"
"lefferts+gardens","www.dnainfo.com/new-york/20151228/prospect-heights/how-do-you-feel-about-atlantic-yards-survey-asks-prospect-heights-locals","20151228","prospect-heights","how do you feel about atlantic yards survey asks prospect heights locals"
"lefferts+gardens","www.dnainfo.com/new-york/20151223/prospect-heights/russian-billionaire-takes-100-percent-stake-nets-barclays-center","20151223","prospect-heights","russian billionaire takes 100 percent stake nets barclays center"
"lefferts+gardens","www.dnainfo.com/new-york/20151223/prospect-heights/landlord-illegally-subdividing-units-at-prospect-heights-building-tenants","20151223","prospect-heights","landlord illegally subdividing units at prospect heights building tenants"
"lefferts+gardens","www.dnainfo.com/new-york/20151221/prospect-heights/barclays-center-sale-plan-needs-more-oversight-locals-tell-state","20151221","prospect-heights","barclays center sale plan needs more oversight locals tell state"
"lefferts+gardens","www.dnainfo.com/new-york/20151221/crown-heights/man-shot-death-drivers-seat-of-his-car-nypd-says","20151221","crown-heights","man shot death drivers seat of his car nypd says"
"lefferts+gardens","www.dnainfo.com/new-york/20151117/prospect-heights/3-holiday-gift-ideas-from-shops-prospect-heights","20151117","prospect-heights","3 holiday gift ideas from shops prospect heights"
"lefferts+gardens","www.dnainfo.com/new-york/20151217/crown-heights/city-unveils-design-for-bedford-union-armory-redevelopment-crown-heights","20151217","crown-heights","city unveils design for bedford union armory redevelopment crown heights"
"lefferts+gardens","www.dnainfo.com/new-york/20151216/crown-heights/crown-heights-rescue-company-get-new-firehouse-brownsville-fdny-says","20151216","crown-heights","crown heights rescue company get new firehouse brownsville fdny says"
"lefferts+gardens","www.dnainfo.com/new-york/20151216/crown-heights/martin-shkreli-can-pay-bobby-shmurdas-bail-no-fing-problem-he-says","20151216","crown-heights","martin shkreli can pay bobby shmurdas bail no fing problem he says"
"lefferts+gardens","www.dnainfo.com/new-york/20151215/prospect-heights/get-free-admission-brooklyn-museum-on-thursdays-starting-next-month","20151215","prospect-heights","get free admission brooklyn museum on thursdays starting next month"
"lefferts+gardens","www.dnainfo.com/new-york/20151209/prospect-heights/design-for-atlantic-yards-tower-school-unveiled","20151209","prospect-heights","design for atlantic yards tower school unveiled"
"lefferts+gardens","www.dnainfo.com/new-york/20151208/crown-heights/former-brooklyn-flea-location-become-vault-co-working-space","20151208","crown-heights","former brooklyn flea location become vault co working space"
"lefferts+gardens","www.dnainfo.com/new-york/20151204/prospect-heights/exotic-painted-bunting-bird-may-stay-brooklyn-for-winter","20151204","prospect-heights","exotic painted bunting bird may stay brooklyn for winter"
"lefferts+gardens","www.dnainfo.com/new-york/20151204/prospect-lefferts-gardens/serial-fire-escape-burglar-caught-red-handed-prospect-lefferts-nypd","20151204","prospect-lefferts-gardens","serial fire escape burglar caught red handed prospect lefferts nypd"
"lefferts+gardens","www.dnainfo.com/new-york/20151203/crown-heights/crime-blotter-teens-with-gun-steal-hoverboards-from-brooklyn-man","20151203","crown-heights","crime blotter teens with gun steal hoverboards from brooklyn man"
"lefferts+gardens","www.dnainfo.com/new-york/20151202/prospect-heights/russian-billionaire-buy-brooklyn-nets-barclays-center-outright-report","20151202","prospect-heights","russian billionaire buy brooklyn nets barclays center outright report"
"lefferts+gardens","www.dnainfo.com/new-york/20151202/prospect-heights/shortys-philly-cheesesteak-coming-flatbush-avenue","20151202","prospect-heights","shortys philly cheesesteak coming flatbush avenue"
"lefferts+gardens","www.dnainfo.com/new-york/20151202/crown-heights/judge-tosses-lawsuit-against-cb9-over-its-handling-of-rezoning-debate","20151202","crown-heights","judge tosses lawsuit against cb9 over its handling of rezoning debate"
"lefferts+gardens","www.dnainfo.com/new-york/20151202/prospect-heights/john-cats-offers-1000-reward-for-missing-subway-kitten-brooklyn","20151202","prospect-heights","john cats offers 1000 reward for missing subway kitten brooklyn"
"lefferts+gardens","www.dnainfo.com/new-york/20151202/crown-heights/pedestrian-hit-critically-injured-crown-heights-fdny-says","20151202","crown-heights","pedestrian hit critically injured crown heights fdny says"
"lefferts+gardens","www.dnainfo.com/new-york/20151201/prospect-heights/former-mayoral-candidate-joe-lhota-says-he-doesnt-have-lost-subway-kitten","20151201","prospect-heights","former mayoral candidate joe lhota says he doesnt have lost subway kitten"
"lefferts+gardens","www.dnainfo.com/new-york/20151117/financial-district/14-new-restaurants-for-you-try","20151117","financial-district","14 new restaurants for you try"
"lefferts+gardens","www.dnainfo.com/new-york/20151117/crown-heights/late-straphangers-got-129k-excuse-slips-from-mta-last-year","20151117","crown-heights","late straphangers got 129k excuse slips from mta last year"
"lefferts+gardens","www.dnainfo.com/new-york/20151116/prospect-heights/prospect-heights-bank-does-not-merit-landmark-consideration-city-says","20151116","prospect-heights","prospect heights bank does not merit landmark consideration city says"
"lefferts+gardens","www.dnainfo.com/new-york/20151113/crown-heights/techno-festival-move-sunset-park-from-crown-heights-after-outcry","20151113","crown-heights","techno festival move sunset park from crown heights after outcry"
"lefferts+gardens","www.dnainfo.com/new-york/20151113/prospect-lefferts-gardens/deed-for-disputed-maple-street-community-garden-is-dubious-judge-says","20151113","prospect-lefferts-gardens","deed for disputed maple street community garden is dubious judge says"
"lefferts+gardens","www.dnainfo.com/new-york/20151112/crown-heights/man-uses-cabbies-card-pay-for-fare-after-stealing-his-wallet-nypd","20151112","crown-heights","man uses cabbies card pay for fare after stealing his wallet nypd"
"lefferts+gardens","www.dnainfo.com/new-york/20151111/crown-heights/morris-grilled-cheese-opens-new-cafe-at-brooklyn-childrens-museum","20151111","crown-heights","morris grilled cheese opens new cafe at brooklyn childrens museum"
"lefferts+gardens","www.dnainfo.com/new-york/20151111/crown-heights/crime-blotter-woman-finds-guns-bullets-closet-while-packing-move","20151111","crown-heights","crime blotter woman finds guns bullets closet while packing move"
"lefferts+gardens","www.dnainfo.com/new-york/20151110/crown-heights/city-proposes-2-pedestrian-plazas-at-empire-blvd-as-part-of-safety-plan","20151110","crown-heights","city proposes 2 pedestrian plazas at empire blvd as part of safety plan"
"lefferts+gardens","www.dnainfo.com/new-york/20151106/crown-heights/motorized-hoverboard-riding-teens-punched-robbed-brooklyn-nypd","20151106","crown-heights","motorized hoverboard riding teens punched robbed brooklyn nypd"
"lefferts+gardens","www.dnainfo.com/new-york/20151106/prospect-lefferts-gardens/crime-blotter-man-arrested-for-selling-crack-on-flatbush-avenue","20151106","prospect-lefferts-gardens","crime blotter man arrested for selling crack on flatbush avenue"
"lefferts+gardens","www.dnainfo.com/new-york/20151022/prospect-lefferts-gardens/crime-blotter-purse-snatchings-investigated-prospect-lefferts-gardens","20151022","prospect-lefferts-gardens","crime blotter purse snatchings investigated prospect lefferts gardens"
"lefferts+gardens","www.dnainfo.com/new-york/20151022/crown-heights/new-condos-crown-heights-make-up-20-percent-of-brooklyn-sales-report","20151022","crown-heights","new condos crown heights make up 20 percent of brooklyn sales report"
"lefferts+gardens","www.dnainfo.com/new-york/20151021/prospect-lefferts-gardens/ammonia-leak-at-prospect-park-skating-rink-investigated-by-emergency-crews","20151021","prospect-lefferts-gardens","ammonia leak at prospect park skating rink investigated by emergency crews"
"lefferts+gardens","www.dnainfo.com/new-york/20151021/crown-heights/you-told-us-how-do-you-feel-about-new-1800-a-month-co-living-space","20151021","crown-heights","you told us how do you feel about new 1800 a month co living space"
"lefferts+gardens","www.dnainfo.com/new-york/20151020/crown-heights/haitian-storytelling-procession-rara-music-coming-crown-heights","20151020","crown-heights","haitian storytelling procession rara music coming crown heights"
"lefferts+gardens","www.dnainfo.com/new-york/20151019/crown-heights/cb9-district-manager-could-be-forced-out-over-pattern-of-misconduct","20151019","crown-heights","cb9 district manager could be forced out over pattern of misconduct"
"lefferts+gardens","www.dnainfo.com/new-york/20151016/prospect-lefferts-gardens/halloween-arm-wrestling-competition-pits-brooklyn-kids-against-local-heroes","20151016","prospect-lefferts-gardens","halloween arm wrestling competition pits brooklyn kids against local heroes"
"lefferts+gardens","www.dnainfo.com/new-york/20151014/prospect-heights/former-funeral-home-brooklyn-can-be-yours-for-9000-month","20151014","prospect-heights","former funeral home brooklyn can be yours for 9000 month"
"lefferts+gardens","www.dnainfo.com/new-york/20151009/crown-heights/man-trying-break-up-brooklyn-robbery-gets-windshield-smashed-stitches","20151009","crown-heights","man trying break up brooklyn robbery gets windshield smashed stitches"
"lefferts+gardens","www.dnainfo.com/new-york/20151009/crown-heights/man-attacks-group-with-flashlight-after-house-party-fight-turns-violent","20151009","crown-heights","man attacks group with flashlight after house party fight turns violent"
"lefferts+gardens","www.dnainfo.com/new-york/20151008/crown-heights/crime-blotter-teen-chokes-delivery-man-before-attacking-good-samaritan","20151008","crown-heights","crime blotter teen chokes delivery man before attacking good samaritan"
"lefferts+gardens","www.dnainfo.com/new-york/20150922/upper-east-side/5-predictions-for-fall-real-estate-market","20150922","upper-east-side","5 predictions for fall real estate market"
"lefferts+gardens","www.dnainfo.com/new-york/20150922/crown-heights/reading-series-devoted-prince-drake-rihanna-pops-up-brooklyn","20150922","crown-heights","reading series devoted prince drake rihanna pops up brooklyn"
"lefferts+gardens","www.dnainfo.com/new-york/20150921/crown-heights/time-travel-19th-century-crown-heights-with-kids-book-dayshauns-gift","20150921","crown-heights","time travel 19th century crown heights with kids book dayshauns gift"
"lefferts+gardens","www.dnainfo.com/new-york/20150917/crown-heights/anti-violence-march-held-crown-heights-after-death-of-cuomo-staffer","20150917","crown-heights","anti violence march held crown heights after death of cuomo staffer"
"lefferts+gardens","www.dnainfo.com/new-york/20150917/prospect-heights/16-things-for-you-do-your-brooklyn-neighborhood-this-weekend","20150917","prospect-heights","16 things for you do your brooklyn neighborhood this weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20150917/crown-heights/gov-cuomos-staffer-dies-after-west-indian-day-shooting-officials-say","20150917","crown-heights","gov cuomos staffer dies after west indian day shooting officials say"
"lefferts+gardens","www.dnainfo.com/new-york/20150915/crown-heights/elderly-make-up-more-than-half-of-pedestrian-deaths-south-brooklyn-pd","20150915","crown-heights","elderly make up more than half of pedestrian deaths south brooklyn pd"
"lefferts+gardens","www.dnainfo.com/new-york/20150911/prospect-heights/southern-comfort-food-coming-vanderbilt-avenue-with-tin-kettle","20150911","prospect-heights","southern comfort food coming vanderbilt avenue with tin kettle"
"lefferts+gardens","www.dnainfo.com/new-york/20150911/crown-heights/gun-toting-suspects-caught-on-camera-after-fatal-crown-heights-shooting","20150911","crown-heights","gun toting suspects caught on camera after fatal crown heights shooting"
"lefferts+gardens","www.dnainfo.com/new-york/20150910/prospect-heights/17-things-for-you-do-your-brooklyn-neighborhood-this-weekend","20150910","prospect-heights","17 things for you do your brooklyn neighborhood this weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20150910/crown-heights/crime-blotter-man-arrested-for-carrying-gun-during-west-indian-day-parade","20150910","crown-heights","crime blotter man arrested for carrying gun during west indian day parade"
"lefferts+gardens","www.dnainfo.com/new-york/20150907/crown-heights/cuomo-staffer-shot-head-near-west-indian-parade-route","20150907","crown-heights","cuomo staffer shot head near west indian parade route"
"lefferts+gardens","www.dnainfo.com/new-york/20150907/crown-heights/where-not-drive-during-west-indian-day-parade","20150907","crown-heights","where not drive during west indian day parade"
"lefferts+gardens","www.dnainfo.com/new-york/20150901/prospect-heights/synced-flash-mob-human-powered-light-show-coming-prospect-park","20150901","prospect-heights","synced flash mob human powered light show coming prospect park"
"lefferts+gardens","www.dnainfo.com/new-york/20150831/prospect-lefferts-gardens/organic-juice-bar-opening-this-week-prospect-lefferts-gardens","20150831","prospect-lefferts-gardens","organic juice bar opening this week prospect lefferts gardens"
"lefferts+gardens","www.dnainfo.com/new-york/20150827/prospect-lefferts-gardens/starliner-cafe-bring-little-daily-farmers-market-prospect-lefferts","20150827","prospect-lefferts-gardens","starliner cafe bring little daily farmers market prospect lefferts"
"lefferts+gardens","www.dnainfo.com/new-york/20150827/crown-heights/brooklyn-leaders-call-for-no-votes-on-iran-deal-from-boroughs-reps","20150827","crown-heights","brooklyn leaders call for no votes on iran deal from boroughs reps"
"lefferts+gardens","www.dnainfo.com/new-york/20150826/crown-heights/brooklyn-nail-salons-protest-increased-regulations-with-one-day-strike","20150826","crown-heights","brooklyn nail salons protest increased regulations with one day strike"
"lefferts+gardens","www.dnainfo.com/new-york/20150826/crown-heights/crown-heights-back-alley-nearly-lost-history-recalls-colonial-retreat","20150826","crown-heights","crown heights back alley nearly lost history recalls colonial retreat"
"lefferts+gardens","www.dnainfo.com/new-york/20150825/crown-heights/dance-spoken-word-coming-weeksville-for-september-beat-festival","20150825","crown-heights","dance spoken word coming weeksville for september beat festival"
"lefferts+gardens","www.dnainfo.com/new-york/20150824/prospect-heights/lost-ferret-found-at-grand-army-plaza-given-foster-home-burbs","20150824","prospect-heights","lost ferret found at grand army plaza given foster home burbs"
"lefferts+gardens","www.dnainfo.com/new-york/20150824/crown-heights/teens-yelled-heil-hitler-ran-over-jewish-mans-foot-police-say","20150824","crown-heights","teens yelled heil hitler ran over jewish mans foot police say"
"lefferts+gardens","www.dnainfo.com/new-york/20150813/prospect-lefferts-gardens/smorgasburg-sundays-moving-prospect-park-from-brooklyn-bridge-waterfront","20150813","prospect-lefferts-gardens","smorgasburg sundays moving prospect park from brooklyn bridge waterfront"
"lefferts+gardens","www.dnainfo.com/new-york/20150813/crown-heights/whats-going-rent-for-2-bedroom-manhattan-brooklyn-queens","20150813","crown-heights","whats going rent for 2 bedroom manhattan brooklyn queens"
"lefferts+gardens","www.dnainfo.com/new-york/20150813/bed-stuy/brooklyn-commercial-property-sale-values-up-61-percent-report-says","20150813","bed-stuy","brooklyn commercial property sale values up 61 percent report says"
"lefferts+gardens","www.dnainfo.com/new-york/20150813/prospect-heights/8-things-do-your-brooklyn-neighborhood-this-weekend","20150813","prospect-heights","8 things do your brooklyn neighborhood this weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20150812/crown-heights/where-are-borders-of-crown-heights-draw-your-neighborhoods-boundaries","20150812","crown-heights","where are borders of crown heights draw your neighborhoods boundaries"
"lefferts+gardens","www.dnainfo.com/new-york/20150812/crown-heights/brower-park-lawn-close-for-9-months-for-re-seeding-next-year-parks","20150812","crown-heights","brower park lawn close for 9 months for re seeding next year parks"
"lefferts+gardens","www.dnainfo.com/new-york/20150811/prospect-heights/pop-up-beer-garden-pooch-parade-on-tap-at-wash-ave-rocks-this-weekend","20150811","prospect-heights","pop up beer garden pooch parade on tap at wash ave rocks this weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20150810/crown-heights/photos-rapper-sean-price-remembered-brooklyn-mural","20150810","crown-heights","photos rapper sean price remembered brooklyn mural"
"lefferts+gardens","www.dnainfo.com/new-york/20150806/red-hook/12-things-do-your-brooklyn-neighborhood-this-weekend","20150806","red-hook","12 things do your brooklyn neighborhood this weekend"
"lefferts+gardens","www.dnainfo.com/new-york/20150806/crown-heights/two-men-shot-inside-brower-park-crown-heights-police","20150806","crown-heights","two men shot inside brower park crown heights police"
"lefferts+gardens","www.dnainfo.com/new-york/20150805/prospect-lefferts-gardens/6-restoration-projects-works-for-prospect-park-alliance-says","20150805","prospect-lefferts-gardens","6 restoration projects works for prospect park alliance says"
"lefferts+gardens","www.dnainfo.com/new-york/20150730/crown-heights/14-year-old-pistol-whipped-robbed-pizza-delivery-man-police-say","20150730","crown-heights","14 year old pistol whipped robbed pizza delivery man police say"
"lefferts+gardens","www.dnainfo.com/new-york/20150611/prospect-lefferts-gardens/rents-for-studios-2-beds-prospect-lefferts-gardens-lowest-brooklyn","20150611","prospect-lefferts-gardens","rents for studios 2 beds prospect lefferts gardens lowest brooklyn"
"lefferts+gardens","www.dnainfo.com/new-york/20150729/prospect-lefferts-gardens/studios-cost-1900-at-new-46-unit-affordable-building-crown-heights","20150729","prospect-lefferts-gardens","studios cost 1900 at new 46 unit affordable building crown heights"
"lefferts+gardens","www.dnainfo.com/new-york/20150723/crown-heights/park-slope-based-bagel-pub-open-second-location-crown-heights","20150723","crown-heights","park slope based bagel pub open second location crown heights"
"lefferts+gardens","www.dnainfo.com/new-york/20150721/crown-heights/photos-just-man-his-horse-cruising-through-crown-heights","20150721","crown-heights","photos just man his horse cruising through crown heights"
"lefferts+gardens","www.dnainfo.com/new-york/20150720/prospect-heights/broad-city-illustrator-lead-mural-project-at-atlantic-yards-site","20150720","prospect-heights","broad city illustrator lead mural project at atlantic yards site"
"lefferts+gardens","www.dnainfo.com/new-york/20150720/crown-heights/dollar-van-driver-hit-2-people-crown-heights-fled-officials-say","20150720","crown-heights","dollar van driver hit 2 people crown heights fled officials say"
"lefferts+gardens","www.dnainfo.com/new-york/20150717/crown-heights/crime-blotter-six-flags-tickets-stolen-at-crown-heights-car-wash","20150717","crown-heights","crime blotter six flags tickets stolen at crown heights car wash"
"lefferts+gardens","www.dnainfo.com/new-york/20150715/crown-heights/gay-man-punched-face-third-brooklyn-hate-crime-same-week-da","20150715","crown-heights","gay man punched face third brooklyn hate crime same week da"
"lefferts+gardens","www.dnainfo.com/new-york/20150714/crown-heights/kosher-pizza-sandwiches-added-menu-at-crown-heights-bakery","20150714","crown-heights","kosher pizza sandwiches added menu at crown heights bakery"
"lefferts+gardens","www.dnainfo.com/new-york/20150714/upper-west-side/new-yorkers-can-now-get-pet-supplies-delivered-on-demand","20150714","upper-west-side","new yorkers can now get pet supplies delivered on demand"
"lefferts+gardens","www.dnainfo.com/new-york/20150706/crown-heights/100m-monet-painting-at-center-of-brooklyn-legal-fight","20150706","crown-heights","100m monet painting at center of brooklyn legal fight"
"lefferts+gardens","www.dnainfo.com/new-york/20150702/prospect-lefferts-gardens/crime-blotter-7k-copper-piping-stolen-from-626-flatbush-ave-work-site","20150702","prospect-lefferts-gardens","crime blotter 7k copper piping stolen from 626 flatbush ave work site"
"lefferts+gardens","www.dnainfo.com/new-york/20150630/crown-heights/funeral-for-crown-heights-rabbi-killed-crash-scheduled-tuesday-afternoon","20150630","crown-heights","funeral for crown heights rabbi killed crash scheduled tuesday afternoon"
"lefferts+gardens","www.dnainfo.com/new-york/20150629/crown-heights/rabbi-struck-killed-crossing-street-crown-heights-officials-say","20150629","crown-heights","rabbi struck killed crossing street crown heights officials say"
"lefferts+gardens","www.dnainfo.com/new-york/20150629/prospect-heights/for-one-night-at-brooklyn-bar-drinks-cost-77-cents-on-dollar-for-women","20150629","prospect-heights","for one night at brooklyn bar drinks cost 77 cents on dollar for women"
"lefferts+gardens","www.dnainfo.com/new-york/20150629/crown-heights/crown-heights-co-working-space-awards-free-access-3-brooklyn-nonprofits","20150629","crown-heights","crown heights co working space awards free access 3 brooklyn nonprofits"
"lefferts+gardens","www.dnainfo.com/new-york/20150626/prospect-heights/access-a-ride-driver-has-purse-stolen-while-helping-passenger-police-say","20150626","prospect-heights","access a ride driver has purse stolen while helping passenger police say"
"lefferts+gardens","www.dnainfo.com/new-york/20150623/crown-heights/93-year-old-struck-fatally-struck-by-truck-car-hit-run-crash-nypd","20150623","crown-heights","93 year old struck fatally struck by truck car hit run crash nypd"
"lefferts+gardens","www.dnainfo.com/new-york/20150622/prospect-park-south/pedestrian-struck-critically-hurt-near-prospect-park-fdny-says","20150622","prospect-park-south","pedestrian struck critically hurt near prospect park fdny says"
"lefferts+gardens","www.dnainfo.com/new-york/20150619/crown-heights/targets-of-brooklyn-shooting-chased-down-gunman-held-him-for-police","20150619","crown-heights","targets of brooklyn shooting chased down gunman held him for police"
"lefferts+gardens","www.dnainfo.com/new-york/20150619/prospect-lefferts-gardens/man-smashes-bottle-on-womans-head-after-she-gives-him-beer-money-nypd","20150619","prospect-lefferts-gardens","man smashes bottle on womans head after she gives him beer money nypd"
"lefferts+gardens","www.dnainfo.com/new-york/20150611/crown-heights/crown-heights-rental-prices-down-129-percent-may-report-finds","20150611","crown-heights","crown heights rental prices down 129 percent may report finds"
"lefferts+gardens","www.dnainfo.com/new-york/20150610/crown-heights/new-six-story-building-rise-on-former-franklin-ave-community-garden-lot","20150610","crown-heights","new six story building rise on former franklin ave community garden lot"
"lefferts+gardens","www.dnainfo.com/new-york/20150608/crown-heights/map-8-new-eateries-opening-for-business-on-rogers-avenue","20150608","crown-heights","map 8 new eateries opening for business on rogers avenue"
"lefferts+gardens","www.dnainfo.com/new-york/20150609/prospect-lefferts-gardens/photos-flatbush-trees-bloom-with-help-of-brooklyn-school-kids","20150609","prospect-lefferts-gardens","photos flatbush trees bloom with help of brooklyn school kids"
"lefferts+gardens","www.dnainfo.com/new-york/20150608/crown-heights/central-brooklyn-burglary-crew-hit-19-stores-7-weeks-police-say","20150608","crown-heights","central brooklyn burglary crew hit 19 stores 7 weeks police say"
"lefferts+gardens","www.dnainfo.com/new-york/20150605/crown-heights/brooklyn-man-robbed-at-gunpoint-for-1100-bitcoin-police-say","20150605","crown-heights","brooklyn man robbed at gunpoint for 1100 bitcoin police say"
